Dataset Name	AnnotatorID	VideoID	Plain Summary	Event 1	Start Timestamp Event 1	End Timestamp Event 1	Location Event 1	Event 2	Start Timestamp Event 2	End Timestamp Event 2	Location Event 2	Event 3	Start Timestamp Event 3	End Timestamp Event 3	Location Event 3	Event 4	Start Timestamp Event 4	End Timestamp Event 4	Location Event 4	Event 5	Start Timestamp Event 5	End Timestamp Event 5	Location Event 5	Event 6	Start Timestamp Event 6	End Timestamp Event 6	Location Event 6	Event 7	Start Timestamp Event 7	End Timestamp Event 7	Location Event 7	Event 8	Start Timestamp Event 8	End Timestamp Event 8	Location Event 8	Event 9	Start Timestamp Event 9	End Timestamp Event 9	Location Event 9	Event 10	Start Timestamp Event 10	End Timestamp Event 10	Location Event 10	Event 11	Start Timestamp Event 11	End Timestamp Event 11	Location Event 11	Event 12	Start Timestamp Event 12	End Timestamp Event 12	Location Event 12	Additional comments
MSVD	4	_o1UXSxTjfo_68_80.AVI	The video shows a man selling goods on the street, surrounded by a crowd of people.	The man hands goods to a client.	0:00:00	0:00:03	Street																																													
MSVD	4	4lXdVS697DQ_10_25.AVI	The video shows two people racing on a sailboat on the lake.	Two people sail on the lake.	0:00:00	0:00:12	Lake																																													
MSVD	4	16iNk1hLJt4_37_40.AVI	The video shows competitors on the track waiting for the race to start.	The competitors wait for the official to signal the beginning of the race.	0:00:00	0:00:03	Track																																													
MSVD	4	b-d-CxHaKGU_10_30.AVI	The video shows a man conducting a science lesson using a whiteboard.	The man explains the concept of 2D Cartesian coordinates using the whiteboard.	0:00:00	0:00:11	Classroom	The professor explains the concept of 3D Cartesian coordinates using the whiteboard.	0:00:13	0:00:20	Classroom																																									
MSVD	4	bXsKw3TOQXs_30_55.AVI	The video shows a person doing origami.	The person folds a piece of paper in several different ways.	0:00:00	0:00:25	Room																																													
MSVD	4	H1Bok7Dg7g8_21_26.AVI	The video shows a clip from a puppet show where one puppet is talking on the phone with another.	The male puppet is talking on the phone.	0:00:00	0:00:04	Stage	The female puppet is talking on the phone in a different setting.	0:00:04	0:00:05	Stage																																									
MSVD	4	Hd-NeIhbYGc_43_48.AVI	The video shows two girls riding horses in a field.	The first girl rides a horse in a field.	0:00:00	0:00:04	Field	The second girl rides a horse in a field.	0:00:04	0:00:05	Field																																									
MSVD	4	ITNh8tWZPOA_5_25.AVI	The video features a man playing an acoustic guitar on the bed.	The man plays the guitar.	0:00:00	0:00:20	Bedroom																																													
MSVD	4	LF51fban_x4_300_325.AVI	The video shows a man making his bed.	The man makes his bed.	0:00:00	0:00:25	Bedroom																																													
MSVD	4	lfGlDg47How_93_98.AVI	The video shows a man preparing a meal by placing a block of cream cheese in a bowl. 	The person places a block of cream cheese in a bowl.	0:00:00	0:00:05	Kitchen																																													
MSVD	4	pGsU4FekJQM_10_18.AVI	The video shows a female dog lying on her back.	The dog is lying on its back.	0:00:00	0:00:05	Room																																													
MSVD	4	swKrHEeOj9c_4_8.AVI	The video features a cat on a bed, looking at the wall and meowing.	The cat looks at the wall and meows.	0:00:00	0:00:04	Bedroom																																													
MSVD	4	u9prcUCHlqM_73_80.AVI	The video shows a man walking in a field while talking to the camera and carrying a tripod on his shoulder.	The man talks to the camera.	0:00:00	0:00:07	Field																																													
MSVD	4	UJKythlXAIY_17_21.AVI	The video features a four-person marching band performing in the woods.	The band performs in the woods.	0:00:00	0:00:04	Woods																																													
MSVD	4	urXDqw3S34I_12_17.AVI	The video features a cabriolet with three people driving down the road.	The car drives down the road.	0:00:00	0:00:05	Road																																													
MSVD	4	UXs3eq68ZjE_49_54.AVI	The video shows a person pouring tomato sauce into a pan and stirring it.	The person pours the sauce in the pan.	0:00:00	0:00:01	Kitchen	The person stirs the sauce in the pan.	0:00:01	0:00:02	Kitchen	The person lets the excess sauce off the spatula.	0:00:02	0:00:04	Kitchen																																					
MSVD	4	WAa4-cctmDk_55_70.AVI	The video shows an elderly woman rolling out dough on the table with a rolling pin while talking.	The woman rolls out the dough.	0:00:05	0:00:10	Kitchen																																													
MSVD	4	x1i0UOssll8_141_151.AVI	The video features a shark catching a fish that was attached to a fishing rod.	The shark catches the fish.	0:00:02	0:00:03	Ocean																																													
MSVD	4	XNV7hKVu-Xg_40_47.AVI	The video shows a group of kids galloping on horses along a sandy road, followed by two people riding in a horse-drawn carriage.	The kids ride the horses.	0:00:00	0:00:05	Road	Two man ride a horse-drawn carriage.	0:00:05	0:00:07	Road																																									
MSVD	4	yBK02O1Oewc_20_35.AVI	The video features workers shaping pretzels.	The workers shape the pretzels.	0:00:00	0:00:03	Bakery																																													
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
